UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,token_id,feature
25,Thuulduudon,#11,#5,#122,#21,#5,#2,#15,#8,376,Game Token
22,Prusir,#123,#3,#43,#17,#5,#5,#15,#8,377,Game Token
12,Buunsiul,#7,#0,#39,#10,#4,#7,#1,#8,378,
22,Slaricu,#43,#5,#44,#71,#1,#5,#15,#8,379,
22,Drekoknorr,#116,#1,#119,#8,#4,#9,#15,#8,380,
16,Huzziss,#13,#9,#122,#28,#5,#2,#1,#8,381,
22,Silrett,#31,#4,#82,#8,#0,#3,#15,#8,382,Game Token
22,Baungiden,#7,#3,#12,#22,#0,#2,#15,#8,383,Game Token
22,Caoderr,#24,#2,#65,#11,#1,#5,#15,#8,384,Game Token
22,Throinthia,#41,#2,#118,#6,#3,#6,#15,#8,385,
12,Shautias,#6,#0,#26,#18,#6,#2,#3,#8,386,
22,Ghesthignou,#14,#1,#99,#71,#3,#10,#15,#8,387,Game Token
22,Lexxontis,#95,#12,#6,#41,#6,#4,#15,#8,388,Game Token
25,Stharlio,#105,#4,#122,#12,#2,#3,#15,#8,389,
16,Brarpow,#33,#9,#122,#86,#0,#5,#3,#8,390,
26,Druuszoubbiu,#122,#2,#122,#1,#2,#0,#15,#8,391,
22,Xaalmorrix,#55,#9,#75,#13,#3,#7,#15,#8,392,Game Token
25,Toike,#102,#14,#122,#38,#1,#7,#15,#8,393,
26,Caltharm,#114,#5,#122,#65,#4,#0,#15,#8,394,
22,Xezzau,#98,#1,#43,#85,#3,#9,#15,#8,395,
25,Umaaszuhr,#36,#11,#122,#13,#0,#6,#15,#8,396,
12,Miornaol,#78,#6,#31,#63,#7,#3,#13,#8,397,
15,Heataante,#115,#5,#122,#12,#5,#3,#15,#0,398,
26,Iasthimmiol,#45,#9,#122,#27,#2,#0,#15,#8,399,
15,Sthaanthiamfiah,#107,#0,#122,#82,#2,#2,#15,#7,400,
16,Coichohuuth,#7,#11,#122,#50,#3,#6,#9,#8,401,
22,Vroicujion,#51,#5,#51,#15,#5,#7,#15,#8,402,Game Token
22,Urdun,#96,#4,#21,#26,#2,#6,#15,#8,403,
12,Ghehlaadaoth,#126,#4,#38,#14,#3,#10,#14,#8,404,
25,Uxxiaxxi,#50,#10,#122,#32,#4,#7,#15,#8,405,
12,Sthathrerth,#44,#2,#55,#27,#3,#6,#1,#8,406,
22,Blaaddihloiz,#84,#11,#78,#49,#3,#9,#15,#8,407,Game Token
16,Rukiuth,#130,#14,#122,#4,#4,#0,#12,#8,408,
22,Ghetiunneath,#108,#7,#77,#16,#7,#2,#15,#8,409,
26,Zandak,#72,#12,#122,#33,#2,#8,#15,#8,410,
22,Earrun,#32,#11,#92,#4,#1,#7,#15,#8,411,
12,Ghioszortiux,#112,#0,#107,#34,#7,#4,#10,#8,412,
25,Proidhio,#42,#3,#122,#41,#4,#7,#15,#8,413,Game Token
25,Chukrarrett,#117,#7,#122,#58,#5,#2,#15,#8,414,
25,Durtedrorth,#80,#4,#122,#57,#3,#6,#15,#8,415,
22,Jindeth,#126,#11,#83,#28,#7,#4,#15,#8,416,Game Token
22,Dommuxtroc,#68,#12,#95,#27,#1,#7,#15,#8,417,
25,Chiorkuusheatt,#116,#12,#122,#36,#1,#9,#15,#8,418,
2,Meblun,#95,#13,#86,#10,#2,#5,#5,#1,419,
25,Choiddoimfios,#53,#14,#122,#31,#2,#6,#15,#8,420,
25,Rethraaz,#65,#5,#122,#49,#0,#8,#15,#8,421,Game Token
12,Turpi,#56,#9,#74,#40,#5,#0,#3,#8,422,
12,Jourabrel,#57,#11,#103,#6,#3,#3,#8,#8,423,
22,Umiss,#32,#12,#76,#31,#6,#0,#15,#8,424,Game Token
12,Srealtouc,#121,#11,#75,#59,#2,#6,#2,#8,425,
22,Exxearsel,#67,#6,#108,#42,#4,#2,#15,#8,426,Game Token
22,Oldotouss,#22,#14,#42,#48,#4,#8,#15,#8,427,
22,Groilfath,#52,#11,#57,#85,#2,#6,#15,#8,428,
12,Nishec,#48,#14,#34,#75,#7,#5,#3,#8,429,
12,Irturaw,#53,#5,#112,#58,#1,#0,#11,#8,430,
22,Tiuphiul,#64,#0,#20,#76,#0,#1,#15,#8,431,Game Token
22,Vaommia,#60,#4,#26,#81,#4,#1,#15,#8,432,
12,Rulmobun,#111,#13,#117,#10,#4,#6,#8,#8,433,
16,Sthigousutt,#124,#10,#122,#72,#0,#3,#2,#8,434,
22,Oiphiahiuh,#3,#11,#13,#55,#3,#9,#15,#8,435,
25,Prignuz,#106,#13,#122,#66,#5,#10,#15,#8,436,
22,Kuubbaumlia,#93,#10,#23,#18,#3,#3,#15,#8,437,
22,Hibbu,#99,#1,#37,#73,#1,#0,#15,#8,438,
25,Hiasaohi,#52,#7,#122,#41,#1,#10,#15,#8,439,
22,Fruuxois,#83,#12,#62,#47,#1,#8,#15,#8,440,
25,Pleahlaz,#76,#9,#122,#8,#0,#7,#15,#8,441,
22,Hubbah,#97,#3,#42,#37,#7,#5,#15,#8,442,
2,Goumfau,#31,#2,#26,#65,#0,#9,#10,#3,443,
12,Siummil,#126,#13,#111,#51,#5,#8,#11,#8,444,
25,Zesziondutt,#130,#0,#122,#68,#7,#8,#15,#8,445,
16,Mauxi,#27,#10,#122,#78,#6,#1,#1,#8,446,
12,Yabbautoi,#82,#14,#22,#64,#0,#0,#5,#8,447,
22,Imolterr,#95,#7,#22,#75,#4,#3,#15,#8,448,
22,Estrirpek,#90,#10,#66,#2,#7,#6,#15,#8,449,
22,Bhiodausthaoth,#99,#0,#63,#12,#0,#1,#15,#8,450,
11,Bhoshu,#84,#5,#92,#81,#4,#4,#15,#4,451,
22,Jatou,#27,#5,#66,#4,#4,#9,#15,#8,452,
22,Nesserth,#44,#13,#51,#31,#1,#5,#15,#8,453,
22,Waognin,#64,#0,#94,#48,#6,#8,#15,#8,454,
12,Saxtroth,#99,#6,#6,#84,#0,#2,#9,#8,455,
25,Laoszoz,#86,#9,#122,#34,#5,#1,#15,#8,456,
15,Bizzoibbao,#94,#3,#122,#55,#4,#1,#15,#0,457,
22,Dransaos,#65,#12,#107,#46,#4,#7,#15,#8,458,
12,Xuulea,#107,#1,#93,#58,#5,#10,#9,#8,459,
22,Fruthru,#54,#10,#62,#47,#7,#6,#15,#8,460,
22,Thronouth,#102,#10,#47,#84,#7,#4,#15,#8,461,
11,Zirphea,#53,#14,#31,#32,#7,#2,#15,#6,462,
2,Grurchiarr,#127,#11,#120,#29,#6,#9,#3,#1,463,
22,Welao,#55,#9,#80,#45,#6,#4,#15,#8,464,
22,Yaulmiamuu,#113,#9,#6,#86,#6,#10,#15,#8,465,Game Token
12,Komildoi,#29,#7,#98,#83,#4,#2,#5,#8,466,
22,Sthriongeac,#37,#11,#18,#39,#0,#6,#15,#8,467,Game Token
11,Asserzhe,#71,#11,#52,#13,#4,#0,#15,#0,468,
22,Gregnirth,#29,#11,#77,#32,#5,#4,#15,#8,469,Game Token
22,Priabbaucaus,#86,#10,#104,#54,#2,#3,#15,#8,470,
22,Thioshea,#97,#11,#20,#87,#4,#9,#15,#8,471,Game Token
22,Ursi,#55,#6,#9,#24,#3,#0,#15,#8,472,
16,Dreakrorsiuz,#31,#6,#122,#88,#5,#3,#6,#8,473,
11,Khusthi,#35,#0,#44,#20,#1,#5,#15,#6,474,
25,Stherungorr,#107,#12,#122,#65,#2,#7,#15,#8,475,Game Token
25,Woizzio,#37,#3,#122,#37,#4,#9,#15,#8,476,Game Token
22,Becheah,#39,#4,#91,#11,#1,#4,#15,#8,477,Game Token
22,Heachoirluuth,#98,#7,#31,#16,#3,#0,#15,#8,478,Game Token
22,Khaokabios,#39,#4,#30,#76,#4,#10,#15,#8,479,Game Token
22,Iddarr,#61,#1,#37,#41,#0,#1,#15,#8,480,Game Token
22,Hoimfaabraah,#117,#10,#5,#53,#1,#6,#15,#8,481,
22,Loszendok,#95,#7,#44,#80,#6,#5,#15,#8,482,Game Token
12,Dossu,#11,#2,#41,#50,#0,#1,#9,#8,483,
12,Kiolphutao,#86,#3,#95,#35,#3,#9,#0,#8,484,
22,Bluurraorth,#130,#12,#28,#66,#3,#1,#15,#8,485,Game Token
22,Mursando,#57,#9,#84,#58,#2,#3,#15,#8,486,Game Token
25,Srekkoinru,#0,#1,#122,#35,#0,#8,#15,#8,487,Game Token
12,Oundise,#101,#9,#110,#44,#7,#5,#5,#8,488,
11,Yaokkon,#76,#3,#28,#28,#2,#8,#15,#1,489,
22,Hiomloitraun,#122,#2,#53,#52,#3,#8,#15,#8,490,
22,Caataunseh,#93,#10,#75,#33,#6,#9,#15,#8,491,Game Token
22,Dumlaachoz,#46,#6,#113,#57,#6,#3,#15,#8,492,Game Token
22,Yaukko,#27,#9,#38,#84,#0,#10,#15,#8,493,Game Token
22,Zulmunro,#36,#10,#96,#0,#4,#2,#15,#8,494,
22,Debeaphios,#74,#4,#93,#25,#1,#9,#15,#8,495,
12,Sezzuknith,#124,#12,#81,#7,#6,#4,#12,#8,496,
25,Ecaommiu,#109,#8,#122,#39,#1,#5,#15,#8,497,Game Token
16,Slioguz,#49,#1,#122,#57,#7,#2,#1,#8,498,
22,Slaunnaumfiu,#69,#6,#0,#81,#1,#8,#15,#8,499,Game Token
22,Khophrujeac,#88,#3,#105,#49,#6,#0,#15,#8,500,
25,Zuumfaphuth,#37,#14,#122,#69,#2,#1,#15,#8,501,Game Token
22,Sthiltause,#79,#8,#79,#6,#1,#9,#15,#8,502,
25,Heblucur,#59,#8,#122,#39,#6,#7,#15,#8,503,Game Token
2,Sthoiblilfiss,#78,#3,#19,#42,#4,#7,#12,#0,504,
22,Biurlo,#125,#13,#10,#83,#5,#5,#15,#8,505,Game Token
25,Ghethriu,#56,#5,#122,#53,#4,#7,#15,#8,506,Game Token
12,Frahleah,#49,#14,#17,#85,#3,#9,#0,#8,507,
22,Throiszuudreaz,#54,#10,#114,#72,#4,#5,#15,#8,508,Game Token
25,Draochih,#25,#2,#122,#50,#0,#1,#15,#8,509,
25,Sthemmos,#82,#3,#122,#69,#5,#6,#15,#8,510,
22,Irpiuges,#65,#12,#79,#32,#7,#5,#15,#8,511,Game Token
22,Llossoibbaas,#34,#14,#4,#17,#2,#0,#15,#8,512,Game Token
15,Aunsauz,#52,#7,#122,#45,#5,#2,#15,#3,513,
25,Shiugri,#16,#14,#122,#51,#4,#8,#15,#8,514,Game Token
22,Theaxtrenduuw,#77,#2,#73,#69,#4,#4,#15,#8,515,Game Token
22,Giorphiosaan,#85,#6,#89,#84,#6,#4,#15,#8,516,Game Token
22,Fraaddohruun,#106,#13,#70,#10,#2,#0,#15,#8,517,Game Token
11,Bliblorr,#21,#12,#52,#22,#5,#1,#15,#4,518,
22,Baotia,#124,#1,#87,#87,#2,#1,#15,#8,519,Game Token
22,Thioten,#89,#14,#59,#46,#2,#2,#15,#8,520,Game Token
26,Storniu,#91,#10,#122,#34,#3,#0,#15,#8,521,Game Token
11,Egommoil,#37,#11,#18,#29,#1,#0,#15,#6,522,
22,Monrixtruss,#81,#4,#106,#81,#6,#4,#15,#8,523,Game Token
11,Dirtoiw,#130,#4,#2,#38,#6,#8,#15,#7,524,
11,Yaaduucun,#128,#12,#96,#68,#1,#8,#15,#4,525,
2,Tiaraasau,#49,#2,#68,#81,#2,#2,#7,#5,526,
22,Prommiassen,#20,#9,#37,#23,#7,#5,#15,#8,527,
22,Diundrihlaos,#90,#3,#39,#14,#0,#1,#15,#8,528,Game Token
22,Brabric,#100,#1,#69,#15,#5,#5,#15,#8,529,Game Token
25,Yubass,#4,#0,#122,#36,#0,#4,#15,#8,530,Game Token
22,Ixxioth,#63,#5,#67,#4,#4,#2,#15,#8,531,Game Token
11,Aca,#58,#1,#37,#66,#4,#5,#15,#2,532,
22,Blezirth,#14,#5,#94,#86,#7,#5,#15,#8,533,Game Token
22,Ogriutra,#49,#8,#101,#79,#4,#9,#15,#8,534,Game Token
5,Chabeguuth,#130,#12,#122,#81,#6,#9,#11,#0,535,
25,Oulliuzzoil,#91,#13,#122,#20,#4,#8,#15,#8,536,
11,Behoi,#26,#10,#16,#66,#3,#1,#15,#7,537,
22,Sthagriaca,#110,#0,#86,#22,#5,#9,#15,#8,538,Game Token
15,Llausthon,#31,#2,#122,#44,#1,#4,#15,#0,539,
22,Elmostrourr,#79,#13,#29,#3,#3,#3,#15,#8,540,
25,Yaobru,#89,#9,#122,#71,#5,#2,#15,#8,541,Game Token
25,Thrikkioldiu,#94,#14,#122,#59,#6,#2,#15,#8,542,Game Token
25,Fraazzaudroi,#101,#12,#122,#29,#4,#9,#15,#8,543,Game Token
13,Sthounaudiu,#130,#12,#39,#47,#3,#5,#1,#8,544,
22,Bintheth,#47,#5,#113,#21,#1,#8,#15,#8,545,Game Token
25,Ghauzeahrouh,#110,#3,#122,#82,#7,#9,#15,#8,546,Game Token
22,Xeketrorm,#28,#8,#12,#25,#1,#0,#15,#8,547,Game Token
22,Uulphous,#48,#9,#12,#83,#2,#4,#15,#8,548,Game Token
25,Olmitt,#41,#0,#122,#83,#5,#8,#15,#8,549,Game Token
22,Rejaurth,#105,#11,#47,#64,#7,#2,#15,#8,550,Game Token
22,Slerphiorruun,#103,#7,#70,#67,#3,#8,#15,#8,551,Game Token
25,Thilmeknou,#57,#14,#122,#31,#7,#5,#15,#8,552,Game Token
25,Oumaushao,#39,#12,#122,#26,#7,#6,#15,#8,553,Game Token
16,Undiorruss,#30,#6,#122,#62,#2,#5,#1,#8,554,
12,Eahrauphraoh,#62,#3,#65,#44,#3,#3,#6,#8,555,
25,Zimmikku,#36,#6,#122,#74,#7,#10,#15,#8,556,Game Token
22,Ziuddurr,#128,#4,#51,#45,#2,#9,#15,#8,557,Game Token
11,Vearsindrouth,#96,#11,#8,#36,#4,#8,#15,#0,558,
22,Kiuthoisi,#107,#3,#60,#68,#0,#0,#15,#8,559,Game Token
22,Sthraobamlus,#102,#9,#37,#70,#6,#4,#15,#8,560,
22,Leazzauz,#100,#6,#67,#87,#0,#2,#15,#8,561,Game Token
16,Droudraamlaa,#2,#11,#122,#73,#6,#2,#13,#8,562,
12,Yustrin,#27,#14,#23,#18,#5,#9,#0,#8,563,
12,Kephass,#11,#14,#100,#71,#6,#8,#9,#8,564,
25,Eaboiz,#72,#3,#122,#51,#0,#0,#15,#8,565,
25,Tobriabhiu,#66,#6,#122,#14,#7,#2,#15,#8,566,
22,Shrulmiutio,#94,#3,#64,#71,#3,#0,#15,#8,567,Game Token
2,Phaostrioth,#23,#14,#72,#38,#2,#9,#5,#4,568,
22,Celtoirpo,#50,#14,#10,#3,#6,#9,#15,#8,569,
22,Ghagijen,#131,#3,#46,#38,#3,#7,#15,#8,570,Game Token
22,Roubrith,#24,#14,#63,#38,#2,#1,#15,#8,571,Game Token
25,Akix,#126,#5,#122,#40,#5,#6,#15,#8,572,Game Token
22,Lophran,#39,#10,#33,#14,#6,#3,#15,#8,573,
22,Praaddabra,#38,#12,#1,#52,#2,#6,#15,#8,574,Game Token
12,Oirdeduuhr,#28,#8,#21,#29,#6,#1,#8,#8,575,
25,Xuuntun,#87,#13,#122,#53,#6,#8,#15,#8,576,
12,Bhobriulfao,#122,#2,#40,#66,#1,#5,#9,#8,577,
11,Sthroxiacia,#61,#14,#44,#73,#0,#10,#15,#6,578,
16,Yaguz,#131,#13,#122,#19,#6,#2,#2,#8,579,
12,Rildekkarth,#55,#10,#68,#53,#0,#0,#3,#8,580,
22,Ilroblek,#54,#14,#33,#82,#6,#2,#15,#8,581,Game Token
22,Griurruh,#71,#5,#71,#49,#4,#1,#15,#8,582,Game Token
22,Graahlou,#13,#13,#99,#47,#0,#5,#15,#8,583,
25,Jorpil,#74,#5,#122,#16,#4,#8,#15,#8,584,Game Token
22,Ziatea,#29,#9,#16,#65,#7,#0,#15,#8,585,Game Token
2,Koilthol,#121,#9,#15,#68,#7,#10,#7,#7,586,
22,Slorsertaw,#56,#10,#7,#74,#7,#6,#15,#8,587,Game Token
22,Heanniachial,#55,#4,#57,#57,#1,#3,#15,#8,588,
22,Lleaszuunnoi,#33,#5,#73,#11,#2,#2,#15,#8,589,Game Token
22,Koinsexio,#11,#14,#6,#87,#3,#1,#15,#8,590,Game Token
22,Megoiphrouh,#82,#5,#89,#32,#3,#1,#15,#8,591,Game Token
22,Inia,#96,#12,#108,#26,#4,#8,#15,#8,592,
12,Sthaosuh,#91,#8,#6,#9,#0,#3,#14,#8,593,
22,Amehr,#131,#6,#45,#78,#1,#9,#15,#8,594,
22,Banirchiuhr,#102,#0,#87,#86,#4,#10,#15,#8,595,Game Token
22,Striogrelfuss,#94,#9,#9,#34,#6,#7,#15,#8,596,Game Token
12,Linterr,#6,#1,#24,#39,#1,#4,#0,#8,597,
25,Bokne,#38,#3,#122,#54,#5,#10,#15,#8,598,
22,Dealnaandrou,#74,#0,#62,#9,#2,#9,#15,#8,599,
15,Strabuur,#86,#11,#122,#50,#5,#7,#15,#3,600,
2,Zorchorth,#6,#12,#99,#48,#0,#3,#13,#6,601,
12,Zoiszoz,#72,#9,#103,#24,#2,#7,#13,#8,602,
22,Slagresson,#25,#13,#31,#52,#6,#6,#15,#8,603,
22,Vretear,#118,#3,#51,#63,#7,#5,#15,#8,604,
22,Crujoisioth,#67,#6,#3,#30,#0,#6,#15,#8,605,Game Token
25,Crikkusseth,#55,#1,#122,#43,#2,#7,#15,#8,606,
22,Iphraghatt,#116,#5,#14,#78,#6,#7,#15,#8,607,Game Token
16,Froitoungaa,#107,#0,#122,#74,#5,#10,#7,#8,608,
25,Pleantiazzeas,#90,#1,#122,#39,#4,#2,#15,#8,609,
25,Huxtruurpac,#45,#8,#122,#86,#0,#6,#15,#8,610,Game Token
2,Xertac,#31,#1,#118,#40,#4,#2,#4,#6,611,
22,Yoursauldu,#107,#2,#112,#18,#6,#4,#15,#8,612,
22,Blurnaal,#38,#3,#55,#41,#2,#9,#15,#8,613,Game Token
22,Bhaotil,#75,#14,#101,#34,#7,#8,#15,#8,614,
22,Veddammoth,#61,#9,#1,#26,#0,#10,#15,#8,615,
22,Thaobbiz,#24,#14,#37,#55,#0,#4,#15,#8,616,
22,Liahriageh,#107,#9,#45,#78,#5,#9,#15,#8,617,
15,Oimoinoh,#106,#13,#122,#72,#0,#2,#15,#4,618,
22,Liahaoz,#112,#8,#113,#71,#2,#6,#15,#8,619,
12,Erlindrao,#127,#6,#31,#59,#0,#10,#5,#8,620,
22,Conu,#45,#10,#93,#66,#3,#3,#15,#8,621,
12,Kealfushon,#63,#11,#88,#6,#5,#0,#10,#8,622,
25,Zuphritrin,#68,#9,#122,#64,#6,#6,#15,#8,623,
22,Kriakherdith,#4,#5,#58,#38,#4,#0,#15,#8,624,
22,Fraoxulmi,#68,#14,#106,#40,#5,#7,#15,#8,625,
22,Liraatrok,#92,#5,#48,#17,#4,#0,#15,#8,626,
2,Thraginthel,#28,#1,#5,#77,#5,#0,#4,#1,627,
22,Sruughephrer,#71,#5,#81,#20,#2,#9,#15,#8,628,
25,Azzux,#5,#2,#122,#53,#0,#6,#15,#8,629,
15,Choulmegror,#14,#4,#122,#73,#5,#2,#15,#4,630,
22,Bhiosaszaos,#64,#8,#80,#13,#3,#8,#15,#8,631,
22,Draojul,#56,#14,#6,#71,#3,#10,#15,#8,632,
22,Slaohraphen,#28,#8,#81,#51,#7,#5,#15,#8,633,
22,Khouphrao,#34,#2,#11,#39,#7,#1,#15,#8,634,
11,Khiddujiss,#113,#3,#109,#64,#0,#2,#15,#7,635,
25,Trecungarm,#88,#13,#122,#54,#6,#8,#15,#8,636,
22,Wrostren,#104,#2,#93,#9,#7,#3,#15,#8,637,
26,Hanno,#32,#12,#122,#18,#1,#0,#15,#8,638,
25,Ahiblith,#26,#9,#122,#16,#7,#2,#15,#8,639,Game Token
22,Grimmoc,#28,#5,#20,#69,#3,#6,#15,#8,640,
15,Greattaaz,#69,#3,#122,#39,#3,#3,#15,#2,641,
16,Shoixhiu,#106,#10,#122,#72,#6,#4,#5,#8,642,
2,Noucourpo,#27,#5,#53,#2,#3,#2,#2,#6,643,
22,Miazzaokhehr,#107,#14,#33,#6,#2,#9,#15,#8,644,
22,Jaxtreddox,#77,#11,#81,#49,#6,#7,#15,#8,645,
22,Dhousoussu,#48,#13,#66,#24,#4,#4,#15,#8,646,
12,Ukoinsia,#33,#14,#16,#4,#5,#10,#9,#8,647,
22,Gigguw,#87,#6,#67,#59,#2,#3,#15,#8,648,
12,Kauxhao,#15,#1,#53,#67,#2,#8,#10,#8,649,
12,Vrokkiphehr,#121,#10,#57,#3,#7,#1,#14,#8,650,
26,Pomfia,#130,#2,#122,#23,#3,#10,#15,#8,651,
22,Theakrauphraa,#57,#8,#19,#58,#1,#10,#15,#8,652,
25,Caolthiunseth,#92,#12,#122,#36,#2,#3,#15,#8,653,
22,Aatiollioh,#35,#2,#76,#3,#6,#4,#15,#8,654,
22,Straukhouphrer,#111,#0,#14,#32,#5,#1,#15,#8,655,
12,Nutruuz,#70,#14,#42,#17,#6,#10,#10,#8,656,
22,Mozutt,#51,#0,#18,#0,#0,#3,#15,#8,657,
25,Gebarsial,#35,#12,#122,#85,#3,#2,#15,#8,658,
12,Boge,#28,#8,#75,#30,#5,#4,#9,#8,659,
22,Jobrethrass,#83,#6,#32,#29,#5,#8,#15,#8,660,
22,Vixiar,#88,#9,#46,#42,#0,#7,#15,#8,661,
25,Phaalfu,#90,#7,#122,#64,#5,#4,#15,#8,662,
12,Priannoh,#26,#10,#26,#46,#4,#9,#3,#8,663,
11,Duntheghott,#21,#13,#24,#19,#5,#3,#15,#4,664,
16,Jiashioxuus,#62,#14,#122,#26,#3,#0,#2,#8,665,
22,Mudroszorm,#51,#14,#113,#62,#5,#4,#15,#8,666,
22,Iajauzzour,#5,#2,#113,#65,#2,#7,#15,#8,667,
22,Crubagrel,#86,#5,#4,#63,#6,#0,#15,#8,668,
12,Eatuundrial,#131,#0,#28,#67,#1,#6,#1,#8,669,
25,Joibliok,#7,#13,#122,#38,#6,#4,#15,#8,670,
22,Thokha,#130,#5,#103,#36,#6,#10,#15,#8,671,
22,Crogaz,#60,#8,#100,#51,#1,#3,#15,#8,672,
12,Llaodoz,#33,#10,#83,#79,#5,#0,#12,#8,673,
16,Othun,#37,#5,#122,#16,#6,#3,#8,#8,674,
22,Cruunriddarr,#76,#8,#68,#7,#6,#10,#15,#8,675,
22,Throidrajoc,#23,#6,#55,#37,#3,#10,#15,#8,676,
12,Wottiarniuth,#86,#2,#85,#83,#5,#9,#4,#8,677,
22,Liullao,#35,#9,#96,#61,#4,#2,#15,#8,678,
22,Choushi,#27,#0,#64,#22,#5,#7,#15,#8,679,
16,Thaozzal,#59,#6,#122,#0,#2,#5,#14,#8,680,
12,Dhoizoil,#48,#6,#13,#46,#5,#8,#5,#8,681,
22,Taamlio,#22,#9,#83,#18,#3,#1,#15,#8,682,
22,Threaphrerm,#128,#7,#66,#62,#2,#4,#15,#8,683,
12,Kirchezzaux,#124,#4,#53,#87,#6,#10,#4,#8,684,
22,Wrodrixxos,#111,#2,#67,#66,#6,#10,#15,#8,685,
25,Thoimaa,#84,#12,#122,#37,#7,#2,#15,#8,686,Game Token
11,Maobhe,#121,#10,#38,#80,#6,#4,#15,#6,687,
11,Kragnuth,#9,#9,#60,#66,#3,#6,#15,#6,688,
22,Stephil,#129,#8,#63,#51,#6,#10,#15,#8,689,
22,Xozzihuc,#53,#1,#5,#62,#1,#6,#15,#8,690,
25,Xokronok,#70,#3,#122,#71,#7,#3,#15,#8,691,
22,Xaontharth,#88,#0,#2,#20,#0,#0,#15,#8,692,
12,Zoimfiul,#37,#11,#6,#56,#5,#9,#13,#8,693,
22,Gregruddarth,#33,#8,#112,#33,#4,#5,#15,#8,694,
16,Ekiohr,#102,#0,#122,#59,#3,#10,#14,#8,695,
22,Wirnehlial,#32,#8,#86,#80,#6,#10,#15,#8,696,
22,Pruuguus,#91,#8,#42,#37,#1,#10,#15,#8,697,
22,Gliulnouphoi,#129,#7,#95,#32,#3,#6,#15,#8,698,
12,Dhiolnaodhio,#64,#7,#114,#68,#7,#6,#3,#8,699,
15,Coguk,#99,#7,#122,#14,#4,#6,#15,#7,700,
25,Milmioss,#127,#4,#122,#67,#0,#5,#15,#8,701,Game Token
22,Babreltux,#101,#5,#25,#55,#0,#7,#15,#8,702,
25,Xakroiru,#99,#11,#122,#53,#0,#1,#15,#8,703,Game Token
15,Drialthearsaa,#67,#11,#122,#6,#2,#6,#15,#5,704,
22,Sthrouniu,#101,#10,#63,#47,#7,#9,#15,#8,705,
12,Ukkiax,#96,#0,#118,#41,#3,#1,#10,#8,706,
12,Xoubaandrau,#121,#1,#21,#36,#7,#6,#1,#8,707,
22,Prurporzirm,#99,#7,#18,#45,#3,#1,#15,#8,708,
25,Itroz,#90,#11,#122,#85,#5,#8,#15,#8,709,Game Token
22,Ticethahr,#44,#5,#96,#67,#1,#10,#15,#8,710,
12,Niacoth,#13,#5,#18,#32,#7,#3,#10,#8,711,
22,Frakial,#111,#7,#111,#4,#0,#3,#15,#8,712,
2,Wrulduthriah,#98,#3,#29,#25,#3,#7,#6,#5,713,
12,Drekher,#85,#3,#118,#74,#4,#5,#12,#8,714,
22,Doillolmou,#85,#2,#120,#33,#2,#6,#15,#8,715,
22,Prese,#68,#4,#64,#13,#1,#4,#15,#8,716,
12,Otou,#74,#13,#89,#75,#5,#2,#12,#8,717,
12,Sthuxoilturth,#5,#7,#94,#81,#1,#1,#7,#8,718,
11,Blammass,#131,#11,#28,#21,#6,#4,#15,#5,719,
11,Wadhisza,#126,#14,#24,#63,#2,#1,#15,#0,720,
25,Slugraath,#84,#7,#122,#56,#5,#9,#15,#8,721,Game Token
12,Tishio,#90,#2,#51,#50,#7,#1,#12,#8,722,
22,Sriusaorth,#82,#12,#107,#27,#6,#10,#15,#8,723,
22,Toumia,#93,#7,#119,#88,#7,#2,#15,#8,724,
15,Bluuzaa,#42,#6,#122,#64,#6,#3,#15,#3,725,
25,Ephaoki,#88,#12,#122,#25,#0,#0,#15,#8,726,Game Token
22,Sthorka,#70,#2,#99,#23,#0,#9,#15,#8,727,
11,Sletekritt,#3,#3,#87,#81,#5,#0,#15,#3,728,
22,Hemmeltur,#127,#9,#53,#84,#3,#3,#15,#8,729,
22,Blilrus,#2,#1,#73,#80,#1,#2,#15,#8,730,
12,Puubli,#106,#2,#70,#2,#6,#9,#0,#8,731,
22,Aastriastrio,#63,#4,#88,#69,#4,#2,#15,#8,732,
25,Axtrisoil,#130,#7,#122,#88,#3,#2,#15,#8,733,Game Token
16,Daugnaa,#24,#7,#122,#58,#4,#0,#0,#8,734,
11,Phriohruteal,#99,#4,#13,#65,#7,#7,#15,#6,735,
12,Sroknutt,#7,#8,#26,#33,#2,#0,#11,#8,736,
2,Hoiltuk,#109,#11,#63,#48,#4,#6,#13,#3,737,
22,Thoithric,#44,#11,#15,#61,#7,#8,#15,#8,738,
16,Zilfi,#34,#14,#122,#37,#5,#5,#5,#8,739,
22,Striltha,#52,#14,#33,#13,#1,#9,#15,#8,740,
11,Tiudrou,#49,#1,#68,#78,#4,#0,#15,#3,741,
22,Thiudhaadhauh,#49,#3,#75,#36,#5,#2,#15,#8,742,
22,Ughicirm,#21,#8,#86,#76,#3,#8,#15,#8,743,
11,Gruuroi,#124,#13,#17,#27,#6,#5,#15,#1,744,
22,Xabaolnus,#5,#1,#12,#20,#4,#6,#15,#8,745,
25,Srasaotre,#118,#8,#122,#17,#7,#0,#15,#8,746,Game Token
25,Bhiutuuxau,#78,#1,#122,#20,#0,#3,#15,#8,747,Game Token
11,Frioshiahou,#37,#9,#42,#48,#0,#9,#15,#1,748,
