id,uniquenessIndex,name,backgroundId,skullGene,hairGene,eyesGene,noseGene,teethGene,bonesGene,beardGene,skills,rank,gameToken,intelligence,strength,dexterity,stamina,accuracy,speed,fireLord,regenerationLord,iceLord,poisonLord,lightningLord,archmage,immortal
184,5,Aorpokric,59,12,122,41,6,6,6,1,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,9,8,1,11,1,2,False,True,False,False,False,True,False
185,22,Ithiggiurr,114,12,10,7,3,7,15,8,['FAST_KICK'],0,False,3,6,9,22,1,1,False,False,False,False,False,False,False
186,22,Iudhaastraus,100,11,39,35,7,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,8,7,8,7,8,2,False,False,False,False,False,False,True
187,22,Krercha,17,12,61,84,5,8,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,5,12,2,13,1,8,False,False,False,False,False,False,True
188,22,Chogreth,12,2,50,36,7,2,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,18,13,1,3,2,4,False,False,False,False,False,False,True
189,11,Bajiggus,106,0,42,30,4,2,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,3,9,13,13,1,2,False,False,False,False,False,True,False
190,11,Pliukhaoh,28,1,76,46,5,6,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,11,8,1,2,1,18,False,False,False,False,False,True,False
191,22,Pretrax,28,3,5,70,6,9,15,8,['FAST_KICK'],0,False,14,11,1,5,2,8,False,False,False,False,False,False,False
192,12,Khishiz,5,4,101,33,5,2,3,8,['LIGHTNING_LORD'],0,False,11,6,9,4,2,8,False,False,False,False,True,False,False
193,25,Zibrujol,38,8,122,21,0,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,4,5,5,2,2,False,False,False,False,False,False,True
194,5,Briggeanal,29,0,122,14,5,7,5,4,"['FIRE_LORD', 'ARCHMAGE']",0,False,2,8,1,6,3,11,True,False,False,False,False,True,False
195,22,Throdduuxhio,130,2,98,32,4,7,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,12,14,1,10,2,2,False,False,False,False,False,False,True
196,22,Toghul,105,5,9,1,4,3,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,12,3,11,8,4,2,False,False,False,False,False,False,True
197,22,Lelpha,88,0,50,88,2,9,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,7,17,1,5,6,4,False,False,False,False,False,False,True
198,26,Ranrearr,22,8,122,20,3,5,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,6,5,5,1,6,False,False,False,False,False,False,False
199,22,Glausel,59,7,23,34,3,3,15,8,['FAST_KICK'],0,False,14,4,8,4,8,2,False,False,False,False,False,False,False
200,22,Miogios,88,12,112,85,5,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,10,9,1,12,6,2,False,False,False,False,False,False,True
201,2,Sraaphurzhaas,48,10,112,37,4,3,11,6,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,14,9,2,7,6,2,False,True,False,False,False,True,False
202,26,Sthrirparr,128,6,122,70,2,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,2,10,2,10,6,1,False,False,False,False,False,False,False
203,26,Vuggorsaott,15,12,122,46,2,8,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,11,1,8,1,2,False,False,False,False,False,False,False
204,16,Xecurzharth,115,13,122,45,5,1,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,5,7,5,7,1,6,False,False,True,False,False,False,False
205,22,Bisza,71,3,3,47,4,6,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,24,12,1,1,2,2,False,False,False,False,False,False,True
206,22,Bunarm,7,3,113,52,4,1,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,15,7,9,3,4,2,False,False,False,False,False,False,True
207,12,Yautro,76,0,97,39,3,9,2,8,['LIGHTNING_LORD'],0,False,8,7,7,8,6,4,False,False,False,False,True,False,False
208,22,Ugraarli,34,12,58,20,1,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,15,15,1,10,1,1,False,False,False,False,False,False,True
209,25,Xeatrilmu,112,7,122,6,3,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,2,13,13,2,1,False,False,False,False,False,False,False
210,22,Iulthan,15,11,100,71,7,1,15,8,['FAST_KICK'],0,False,1,19,1,11,6,2,False,False,False,False,False,False,False
211,22,Sthriratrurr,73,3,40,26,1,3,15,8,['FAST_KICK'],0,False,9,10,3,6,12,1,False,False,False,False,False,False,False
212,15,Podrimu,100,1,122,8,7,0,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,2,7,6,7,2,6,False,False,False,False,False,True,False
213,22,Zaonthaorserth,62,2,64,34,1,3,15,8,['FAST_KICK'],0,False,20,8,1,2,2,8,False,False,False,False,False,False,False
214,11,Pazzaummea,42,11,71,84,4,6,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,6,11,8,13,2,1,False,False,False,False,False,True,False
215,11,Pruzzothuux,14,8,68,61,5,9,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,12,9,5,8,2,4,False,False,False,False,False,True,False
216,26,Drialriuhah,89,10,122,84,2,0,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,8,3,12,6,1,False,False,False,False,False,False,False
217,25,Pusiac,0,5,122,87,7,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,10,1,4,5,2,8,False,False,False,False,False,False,False
218,12,Haubrioz,109,13,101,39,7,3,1,8,['POISON_LORD'],0,False,3,3,19,13,2,1,False,False,False,True,False,False,False
219,22,Xaxhios,121,8,14,30,0,5,15,8,['FAST_KICK'],0,False,3,11,10,16,1,1,False,False,False,False,False,False,False
220,12,Iochio,112,8,87,31,2,3,6,8,['REGENERATION_LORD'],0,False,3,2,15,20,1,1,False,True,False,False,False,False,False
221,11,Sthoxaorkaurr,78,2,74,88,5,7,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,8,14,2,8,6,2,False,False,False,False,False,True,False
222,11,Deblilfioc,70,12,81,10,2,1,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,18,3,3,10,2,4,False,False,False,False,False,True,False
223,22,Tholthoz,49,11,118,64,6,4,15,8,['FAST_KICK'],0,False,12,11,2,11,2,2,False,False,False,False,False,False,False
224,5,Sthaxxuzzurr,60,12,122,15,5,6,3,2,"['ARCHMAGE', 'LIGHTNING_LORD']",0,False,12,3,3,10,1,2,False,False,False,False,True,True,False
225,25,Phriluus,23,0,122,73,0,2,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,14,1,4,1,10,False,False,False,False,False,False,True
226,12,Pliachindrion,61,2,83,64,2,9,3,8,['LIGHTNING_LORD'],0,False,24,4,1,2,4,6,False,False,False,False,True,False,False
227,25,Pauxxekna,13,8,122,61,5,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,9,5,8,1,2,False,False,False,False,False,False,True
228,11,Streamorm,34,10,60,69,3,10,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,7,12,3,12,1,6,False,False,False,False,False,True,False
229,25,Struuthrarkiss,128,0,122,61,0,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,14,1,8,1,2,False,False,False,False,False,False,True
230,11,Sekru,115,2,103,30,0,10,15,0,"['ARCHMAGE', 'FAST_KICK']",0,False,9,10,7,14,1,1,False,False,False,False,False,True,False
231,22,Seghiszaar,25,8,56,62,6,1,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,8,6,10,10,1,6,False,False,False,False,False,False,True
232,25,Pextrax,24,13,122,70,0,7,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,5,10,3,6,1,6,False,False,False,False,False,False,False
233,12,Ghiastroudhaoz,97,11,21,42,3,4,7,8,['POISON_LORD'],0,False,6,11,6,11,4,2,False,False,False,True,False,False,False
234,22,Bardushuss,56,0,104,81,2,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,7,13,1,9,6,4,False,False,False,False,False,False,True
235,11,Meshax,98,8,43,66,5,4,15,0,"['ARCHMAGE', 'FAST_KICK']",0,False,1,3,14,14,8,1,False,False,False,False,False,True,False
236,12,Nidduu,72,9,23,58,1,9,13,8,['ICE_LORD'],0,False,4,8,6,8,12,2,False,False,True,False,False,False,False
237,22,Uulfehliu,15,8,1,82,0,10,15,8,['FAST_KICK'],0,False,2,8,11,9,2,8,False,False,False,False,False,False,False
238,11,Wrashirchiw,126,0,94,55,3,7,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,2,18,1,12,1,8,False,False,False,False,False,True,False
239,12,Pilmis,124,8,87,46,4,8,6,8,['REGENERATION_LORD'],0,False,6,8,10,16,1,1,False,True,False,False,False,False,False
240,16,Alfaokhiu,120,5,122,50,1,2,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,8,2,4,6,8,2,False,False,True,False,False,False,False
241,22,Zaulioth,107,14,0,31,6,7,15,8,['FAST_KICK'],0,False,6,1,11,17,3,3,False,False,False,False,False,False,False
242,22,Bluukroddaox,46,14,49,82,1,9,15,8,['FAST_KICK'],0,False,15,6,9,8,2,1,False,False,False,False,False,False,False
243,16,Zaumlea,94,11,122,72,3,2,5,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,1,7,7,7,2,6,True,False,False,False,False,False,False
244,22,Khiastroulmio,94,7,50,52,3,1,15,8,['FAST_KICK'],0,False,6,4,18,6,6,1,False,False,False,False,False,False,False
245,12,Essaa,129,11,11,35,4,9,4,8,['LIGHTNING_LORD'],0,False,6,14,2,16,1,2,False,False,False,False,True,False,False
246,22,Blugroxiun,27,8,114,28,2,0,15,8,['FAST_KICK'],0,False,4,8,7,9,6,6,False,False,False,False,False,False,False
247,22,Coulphoi,20,14,9,65,7,10,15,8,['FAST_KICK'],0,False,5,6,11,8,8,2,False,False,False,False,False,False,False
248,22,Shoihroi,18,8,29,54,2,6,15,8,['FAST_KICK'],0,False,1,14,7,17,1,2,False,False,False,False,False,False,False
249,22,Kiobroil,105,1,97,77,7,9,15,8,['FAST_KICK'],0,False,14,7,5,6,1,8,False,False,False,False,False,False,False
250,12,Niustriuh,130,9,8,20,0,2,3,8,['LIGHTNING_LORD'],0,False,7,12,3,12,6,1,False,False,False,False,True,False,False
251,22,Saogaorr,48,13,105,52,7,8,15,8,['FAST_KICK'],0,False,9,12,9,8,2,1,False,False,False,False,False,False,False
252,25,Traazzirroc,115,4,122,80,3,8,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,3,4,7,6,2,False,False,False,False,False,False,False
253,12,Roddoxtra,19,6,46,20,2,9,13,8,['ICE_LORD'],0,False,9,11,3,3,6,8,False,False,True,False,False,False,False
254,11,Drernil,61,12,28,58,5,2,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,9,14,1,13,1,4,False,False,False,False,False,True,False
255,25,Khephrauw,124,12,122,2,0,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,7,1,10,2,2,False,False,False,False,False,False,False
256,25,Yodde,71,5,122,18,6,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,14,2,1,1,4,10,False,False,False,False,False,False,True
257,11,Taunthe,109,14,12,73,6,9,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,3,11,8,16,1,2,False,False,False,False,False,True,False
258,22,Brialmorsurr,65,1,73,2,6,0,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,14,4,2,6,4,10,False,False,False,False,False,False,True
259,22,Grikontau,69,10,96,27,1,10,15,8,['FAST_KICK'],0,False,13,10,1,6,2,8,False,False,False,False,False,False,False
260,11,Gruxxidea,58,6,111,11,1,5,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,14,5,2,5,9,5,False,False,False,False,False,True,False
261,22,Thilthaa,43,3,14,46,4,4,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,18,16,1,6,1,1,False,False,False,False,False,False,True
262,22,Dhuzzathoh,30,10,27,55,6,1,15,8,['FAST_KICK'],0,False,2,14,2,16,1,6,False,False,False,False,False,False,False
263,12,Praknalrao,34,5,90,43,1,7,0,8,['POISON_LORD'],0,False,13,11,1,5,2,8,False,False,False,True,False,False,False
264,12,Jilfaliol,10,2,44,83,1,6,14,8,['ICE_LORD'],0,False,9,11,8,12,1,1,False,False,True,False,False,False,False
265,22,Wruubruugoh,115,10,110,35,2,1,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,12,11,2,13,1,2,False,False,False,False,False,False,True
266,22,Xeamliu,123,10,29,40,6,5,15,8,['FAST_KICK'],0,False,1,18,2,20,1,1,False,False,False,False,False,False,False
267,25,Ghoxao,71,1,122,4,0,2,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,2,6,2,4,8,False,False,False,False,False,False,False
268,22,Srandez,38,13,57,9,2,10,15,8,['FAST_KICK'],0,False,9,15,5,11,1,1,False,False,False,False,False,False,False
269,12,Bloihiuhath,103,0,105,51,0,4,4,8,['LIGHTNING_LORD'],0,False,1,13,6,12,6,2,False,False,False,False,True,False,False
270,11,Bragnaxa,98,14,114,29,4,3,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,8,1,14,10,8,1,False,False,False,False,False,True,False
271,22,Breazuruz,99,3,24,10,4,9,15,8,['FAST_KICK'],0,False,10,5,10,7,8,1,False,False,False,False,False,False,False
272,13,Plubrau,89,2,85,25,4,5,8,8,['FIRE_LORD'],0,False,7,6,9,10,8,1,True,False,False,False,False,False,False
273,5,Pukion,124,3,122,20,5,1,8,7,"['FIRE_LORD', 'ARCHMAGE']",0,False,12,13,1,5,1,1,True,False,False,False,False,True,False
274,22,Yoilnuldouth,33,6,97,16,3,7,15,8,['FAST_KICK'],0,False,17,5,5,5,6,2,False,False,False,False,False,False,False
275,22,Draokheas,113,6,94,80,4,2,15,8,['FAST_KICK'],0,False,6,4,6,6,12,6,False,False,False,False,False,False,False
276,22,Xeceke,106,14,16,60,2,2,15,8,['FAST_KICK'],0,False,5,8,8,11,1,8,False,False,False,False,False,False,False
277,25,Bleakruu,121,8,122,15,1,7,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,3,2,10,15,1,1,False,False,False,False,False,False,False
278,22,Chutroursoi,81,2,28,47,0,10,15,8,['FAST_KICK'],0,False,14,12,2,6,6,1,False,False,False,False,False,False,False
279,12,Thukhuc,116,9,66,87,5,7,13,8,['ICE_LORD'],0,False,7,9,5,13,1,6,False,False,True,False,False,False,False
280,26,Stuucheaddoi,21,6,122,72,2,0,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,3,7,3,3,6,8,False,False,False,False,False,False,False
281,25,Iagnirzhen,121,4,122,33,5,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,5,2,7,1,8,False,False,False,False,False,False,True
282,22,Strighorth,11,3,31,22,0,4,15,8,['FAST_KICK'],0,False,11,13,5,3,6,2,False,False,False,False,False,False,False
283,22,Liakriosauz,15,5,105,53,3,1,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,6,12,5,11,2,4,False,False,False,False,False,False,True
284,26,Crommaasac,101,14,122,44,2,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,6,1,12,10,2,1,False,False,False,False,False,False,False
285,11,Wruxiuxxa,54,1,59,61,4,2,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,14,12,1,6,1,8,False,False,False,False,False,True,False
286,22,Troxtriurm,17,2,7,81,2,4,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,9,10,3,4,12,2,False,False,False,False,False,False,True
287,15,Oundrauth,49,9,122,83,7,2,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,6,5,7,12,1,1,False,False,False,False,False,True,False
288,15,Sthelfialrax,82,8,122,82,3,0,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,1,1,12,8,8,1,False,False,False,False,False,True,False
289,22,Mousthaoddaul,19,7,119,86,4,2,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,1,17,6,13,2,2,False,False,False,False,False,False,True
290,22,Strezze,43,11,85,43,7,1,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,7,10,7,8,2,6,False,False,False,False,False,False,True
291,22,Hirzhuuhr,64,13,63,74,6,4,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,12,9,6,7,2,4,False,False,False,False,False,False,True
292,22,Pruddeggoz,91,4,28,79,4,0,15,8,['FAST_KICK'],0,False,13,7,1,7,8,4,False,False,False,False,False,False,False
293,22,Vaoziuth,17,5,56,66,7,7,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,7,7,6,8,8,4,False,False,False,False,False,False,True
294,22,Slurdehr,35,10,53,18,1,2,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,10,11,2,5,6,6,False,False,False,False,False,False,True
295,11,Vraazziknu,57,9,2,58,3,7,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,12,12,2,10,1,4,False,False,False,False,False,True,False
296,22,Kabejith,124,8,64,80,6,9,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,4,7,7,10,6,6,False,False,False,False,False,False,True
297,22,Bluggiw,86,2,18,6,7,3,15,8,['FAST_KICK'],0,False,9,6,6,7,6,6,False,False,False,False,False,False,False
298,22,Riogahluu,36,13,51,63,2,3,15,8,['FAST_KICK'],0,False,21,9,3,3,1,4,False,False,False,False,False,False,False
299,22,Zimmux,28,6,9,70,1,1,15,8,['FAST_KICK'],0,False,4,7,8,7,8,6,False,False,False,False,False,False,False
300,22,Llougnios,113,8,98,5,3,1,15,8,['FAST_KICK'],0,False,7,3,8,12,2,8,False,False,False,False,False,False,False
301,25,Uushomerr,46,6,122,5,6,6,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,4,3,2,6,6,False,False,False,False,False,False,False
302,15,Yealduntha,118,4,122,82,4,9,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,6,3,8,9,2,2,False,False,False,False,False,True,False
303,25,Frearphuth,11,6,122,16,5,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,3,8,5,6,1,False,False,False,False,False,False,True
304,22,Hizzicas,83,1,68,80,6,9,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,11,3,3,1,14,8,False,False,False,False,False,False,True
305,22,Sthraoldel,11,8,18,82,4,7,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,5,5,14,8,2,6,False,False,False,False,False,False,True
306,12,Srubilthuc,79,1,109,41,6,9,1,8,['POISON_LORD'],0,False,6,9,2,5,6,12,False,False,False,True,False,False,False
307,22,Ersic,130,1,79,19,2,9,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,14,13,1,7,1,6,False,False,False,False,False,False,True
308,22,Slabeziz,105,2,96,13,2,3,15,8,['FAST_KICK'],0,False,12,7,5,10,3,3,False,False,False,False,False,False,False
309,22,Chaarlastreaz,97,4,112,64,5,8,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,18,2,6,4,4,6,False,False,False,False,False,False,True
310,22,Wragregheth,89,12,119,79,6,4,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,10,8,1,11,8,2,False,False,False,False,False,False,True
311,22,Cixoxak,125,9,49,12,2,6,15,8,['FAST_KICK'],0,False,6,10,2,16,3,3,False,False,False,False,False,False,False
312,22,Oillan,47,2,57,23,3,5,15,8,['FAST_KICK'],0,False,12,8,8,10,2,1,False,False,False,False,False,False,False
313,22,Cregulte,36,9,27,57,7,3,15,8,['FAST_KICK'],0,False,7,9,5,13,1,6,False,False,False,False,False,False,False
314,22,Nontuth,13,13,47,33,6,8,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,5,17,3,5,1,10,False,False,False,False,False,False,True
315,22,Srurkirtoz,21,10,112,25,7,6,15,8,['FAST_KICK'],0,False,6,14,2,14,1,4,False,False,False,False,False,False,False
316,22,Wrouxheal,47,6,58,7,3,8,15,8,['FAST_KICK'],0,False,8,10,4,12,6,1,False,False,False,False,False,False,False
317,11,Ghuuba,79,6,36,78,4,4,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,16,2,4,2,12,4,False,False,False,False,False,True,False
318,22,Yuldorth,61,8,87,39,1,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,6,1,15,16,1,2,False,False,False,False,False,False,True
319,22,Threlmaan,8,9,87,47,4,5,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,9,9,10,12,1,1,False,False,False,False,False,False,True
320,22,Siuphruh,76,3,49,60,5,10,15,8,['FAST_KICK'],0,False,16,9,2,1,6,6,False,False,False,False,False,False,False
321,26,Ioszouddiu,1,8,122,11,4,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,1,5,13,6,6,False,False,False,False,False,False,False
322,22,Draudras,70,4,46,9,5,3,15,8,['FAST_KICK'],0,False,13,8,1,6,2,10,False,False,False,False,False,False,False
323,16,Striguur,40,2,122,6,2,5,6,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,12,7,5,6,1,1,False,True,False,False,False,False,False
324,22,Olturdic,64,1,13,56,5,0,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,8,13,1,9,2,8,False,False,False,False,False,False,True
325,11,Priothrioka,53,12,107,42,4,7,15,0,"['ARCHMAGE', 'FAST_KICK']",0,False,9,14,1,13,1,4,False,False,False,False,False,True,False
326,25,Angaldux,77,9,122,21,4,8,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,2,4,6,8,2,False,False,False,False,False,False,False
327,25,Kogho,40,13,122,54,0,4,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,9,5,7,1,1,False,False,False,False,False,False,False
328,12,Prolaumfos,95,8,17,13,4,8,1,8,['POISON_LORD'],0,False,1,1,11,15,8,6,False,False,False,True,False,False,False
329,22,Plummeathois,42,0,94,87,7,3,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,9,12,1,4,1,14,False,False,False,False,False,False,True
330,22,Erdurth,34,5,113,58,3,3,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,18,10,1,2,4,6,False,False,False,False,False,False,True
331,12,Midau,92,6,13,19,5,5,11,8,['REGENERATION_LORD'],0,False,8,8,8,8,8,1,False,True,False,False,False,False,False
332,22,Chexxuc,30,12,116,24,1,6,15,8,['FAST_KICK'],0,False,5,4,11,12,2,6,False,False,False,False,False,False,False
333,22,Itral,25,7,32,45,6,2,15,8,['FAST_KICK'],0,False,4,4,6,6,5,15,False,False,False,False,False,False,False
334,22,Yiaxxiurraas,104,8,60,60,3,9,15,8,['FAST_KICK'],0,False,3,3,11,11,1,12,False,False,False,False,False,False,False
335,25,Shiagnalrus,78,13,122,62,3,4,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,11,7,5,1,6,1,False,False,False,False,False,False,False
336,12,Jaanroma,30,6,97,0,3,8,13,8,['ICE_LORD'],0,False,12,5,2,1,6,14,False,False,True,False,False,False,False
337,12,Sthraobruu,13,6,47,63,2,2,4,8,['LIGHTNING_LORD'],0,False,8,13,2,5,6,6,False,False,False,False,True,False,False
338,16,Zublolmuhr,124,3,122,22,5,0,5,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,8,9,2,5,6,1,True,False,False,False,False,False,False
339,2,Thruzzokhirm,66,11,120,18,5,5,8,5,"['FIRE_LORD', 'ARCHMAGE']",0,False,9,9,1,5,2,14,True,False,False,False,False,True,False
340,26,Drommilmihr,126,11,122,37,4,0,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,2,11,2,9,6,1,False,False,False,False,False,False,False
341,22,Sluzzauthiu,6,5,89,29,5,1,15,8,['FAST_KICK'],0,False,12,8,6,10,2,2,False,False,False,False,False,False,False
342,22,Groldoban,57,6,25,7,3,10,15,8,['FAST_KICK'],0,False,8,3,10,9,8,2,False,False,False,False,False,False,False
343,12,Srunguu,74,11,21,52,2,9,9,8,['REGENERATION_LORD'],0,False,8,6,8,6,10,2,False,True,False,False,False,False,False
344,22,Nejelte,48,1,107,59,6,6,15,8,['FAST_KICK'],0,False,11,11,3,7,1,8,False,False,False,False,False,False,False
345,12,Porroul,90,13,2,82,3,6,9,8,['REGENERATION_LORD'],0,False,10,7,10,5,8,1,False,True,False,False,False,False,False
346,22,Xaadron,62,1,19,80,2,10,15,8,['FAST_KICK'],0,False,16,6,2,1,8,8,False,False,False,False,False,False,False
347,22,Tiaddesutt,27,2,81,55,7,0,15,8,['FAST_KICK'],0,False,14,11,1,7,1,8,False,False,False,False,False,False,False
348,15,Sthussiz,92,5,122,53,4,7,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,6,1,11,7,4,2,False,False,False,False,False,True,False
349,12,Vaaxxaoh,113,3,85,7,4,1,6,8,['REGENERATION_LORD'],0,False,6,8,10,14,2,1,False,True,False,False,False,False,False
350,22,Loundrigruuth,114,11,16,32,3,6,15,8,['FAST_KICK'],0,False,1,20,2,16,1,2,False,False,False,False,False,False,False
351,22,Glaozziuz,25,4,85,85,5,4,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,8,8,6,8,2,8,False,False,False,False,False,False,True
352,22,Bozeddaz,126,10,91,85,7,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,1,16,1,16,1,6,False,False,False,False,False,False,True
353,22,Xoilfianrux,39,13,7,15,1,10,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,14,7,8,5,6,1,False,False,False,False,False,False,True
354,25,Ghintize,34,9,122,12,4,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,6,2,10,3,3,False,False,False,False,False,False,True
355,2,Bliorrestra,101,10,31,60,0,8,12,5,"['ARCHMAGE', 'ICE_LORD']",0,False,2,13,6,9,2,8,False,False,True,False,False,True,False
356,25,Cuphreltul,34,6,122,7,1,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,6,4,6,6,1,False,False,False,False,False,False,True
357,22,Aolnoi,124,5,80,51,6,5,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,13,10,1,6,8,2,False,False,False,False,False,False,True
358,22,Shraushiachiah,84,7,11,26,1,9,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,1,8,9,14,8,1,False,False,False,False,False,False,True
359,12,Sthrishiphrax,101,3,26,77,3,10,6,8,['REGENERATION_LORD'],0,False,12,8,11,7,2,1,False,True,False,False,False,False,False
360,22,Robois,86,12,115,0,4,5,15,8,"['IMMORTALITY', 'FAST_KICK']",0,True,7,6,2,7,12,6,False,False,False,False,False,False,True
361,25,Shrozziadhiuth,11,13,122,33,2,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,8,6,2,1,6,False,False,False,False,False,False,True
